"var","species","median","qmin","qmax"
"2003","Coenagrion_hastulatum",0.85245,0.52308,1.17528
"2004","Coenagrion_hastulatum",0.86115,0.53935,1.18484
"2005","Coenagrion_hastulatum",0.25169,-0.09123,0.57408
"2006","Coenagrion_hastulatum",0.326,0.0485,0.61462
"2007","Coenagrion_hastulatum",-0.12807,-0.39227,0.12863
"2008","Coenagrion_hastulatum",0.75285,0.51905,0.9951
"2009","Coenagrion_hastulatum",0.36378,0.15843,0.5814
"2010","Coenagrion_hastulatum",0.57564,0.36779,0.79562
"2011","Coenagrion_hastulatum",0.38085,0.195,0.56264
"2012","Coenagrion_hastulatum",0.49771,0.30015,0.70501
"2013","Coenagrion_hastulatum",0.41738,0.22618,0.60975
"2014","Coenagrion_hastulatum",0.2205,0.03553,0.41821
"2015","Coenagrion_hastulatum",-0.2731,-0.45099,-0.08415
"2016","Coenagrion_hastulatum",-0.48805,-0.66941,-0.31048
"2017","Coenagrion_hastulatum",-0.31609,-0.49512,-0.13485
"2018","Coenagrion_hastulatum",-0.97657,-1.14437,-0.81661
"2019","Coenagrion_hastulatum",-0.98684,-1.17156,-0.79664
"2020","Coenagrion_hastulatum",-1.20527,-1.38959,-1.02683
"2021","Coenagrion_hastulatum",-1.3554,-1.53727,-1.18801
"2022","Coenagrion_hastulatum",-1.16079,-1.3509,-0.98615
"2023","Coenagrion_hastulatum",-1.31049,-1.5016,-1.10603
"clc_artificial_prop","Coenagrion_hastulatum",-0.08204,-0.27846,0.11435
"clc_agriculture_prop","Coenagrion_hastulatum",0.54915,0.25786,0.83028
"clc_forest_prop","Coenagrion_hastulatum",1.31119,1.0739,1.53081
"clc_vegetation_prop","Coenagrion_hastulatum",0.19154,-0.1239,0.52102
"clc_bare_prop","Coenagrion_hastulatum",-2.61371,-3.02837,-2.18543
"clc_coastal_wetland_prop","Coenagrion_hastulatum",0.07784,-0.34938,0.37383
"clc_wetland_prop","Coenagrion_hastulatum",0.67026,0.4646,0.86501
"clc_river_prop","Coenagrion_hastulatum",-0.07162,-0.31761,0.13947
"bio10_temp_warmQ_dC","Coenagrion_hastulatum",-11.53525,-12.42578,-10.71448
"bio12_annual_prec_mm","Coenagrion_hastulatum",-0.75497,-1.13491,-0.39101
"bio4_sd_temp","Coenagrion_hastulatum",5.02728,4.60055,5.46824
"bio10_temp_warmQ_dC2","Coenagrion_hastulatum",-1.21271,-1.94764,-0.52982
"bio12_annual_prec_mm2","Coenagrion_hastulatum",0.19952,0.09713,0.30954
"bio4_sd_temp2","Coenagrion_hastulatum",-1.34572,-1.62939,-1.07294
"2000","Coenagrion_johanssoni",-4.42021,-8.34074,-1.36323
"2001","Coenagrion_johanssoni",0.00645,-2.01298,1.62529
"2002","Coenagrion_johanssoni",0.46675,-1.18623,1.89957
"2003","Coenagrion_johanssoni",-0.49986,-2.2214,1.08948
"2004","Coenagrion_johanssoni",-0.63834,-2.31857,0.80746
"2005","Coenagrion_johanssoni",1.20291,0.1222,2.35617
"2006","Coenagrion_johanssoni",0.12418,-0.67012,0.90406
"2007","Coenagrion_johanssoni",0.82662,0.20442,1.44455
"2008","Coenagrion_johanssoni",1.38708,0.82904,1.9809
"2009","Coenagrion_johanssoni",1.44255,0.89862,1.98831
"2010","Coenagrion_johanssoni",0.71536,0.21313,1.24023
"2011","Coenagrion_johanssoni",0.90136,0.36525,1.41897
"2012","Coenagrion_johanssoni",0.6009,0.00723,1.19489
"2013","Coenagrion_johanssoni",0.53498,0.02399,1.11301
"2014","Coenagrion_johanssoni",-0.42472,-1.20024,0.28241
"2015","Coenagrion_johanssoni",0.74873,0.11934,1.3698
"2016","Coenagrion_johanssoni",0.50341,-0.06407,1.10359
"2017","Coenagrion_johanssoni",0.67492,0.15142,1.24962
"2018","Coenagrion_johanssoni",-0.12248,-0.6816,0.43293
"2019","Coenagrion_johanssoni",0.03778,-0.47245,0.57242
"2020","Coenagrion_johanssoni",-0.37189,-0.8578,0.11518
"2021","Coenagrion_johanssoni",-1.24537,-1.77856,-0.69294
"2022","Coenagrion_johanssoni",-0.83332,-1.36332,-0.2869
"2023","Coenagrion_johanssoni",-0.58015,-1.13337,-0.0324
"clc_artificial_prop","Coenagrion_johanssoni",-0.0634,-0.44381,0.30417
"clc_agriculture_prop","Coenagrion_johanssoni",-0.07555,-0.67587,0.57446
"clc_forest_prop","Coenagrion_johanssoni",1.67898,1.23343,2.20052
"clc_vegetation_prop","Coenagrion_johanssoni",0.26136,-0.50636,0.95895
"clc_bare_prop","Coenagrion_johanssoni",-2.57658,-3.46196,-1.74649
"clc_coastal_wetland_prop","Coenagrion_johanssoni",-0.06575,-1.34451,0.90618
"clc_wetland_prop","Coenagrion_johanssoni",0.81395,0.53962,1.11336
"clc_river_prop","Coenagrion_johanssoni",0.05545,-0.21999,0.29771
"bio10_temp_warmQ_dC","Coenagrion_johanssoni",-8.3583,-10.40028,-6.57876
"bio12_annual_prec_mm","Coenagrion_johanssoni",-0.54221,-1.05657,-0.05509
"bio4_sd_temp","Coenagrion_johanssoni",6.69126,5.39107,8.12275
"bio10_temp_warmQ_dC2","Coenagrion_johanssoni",-2.93126,-4.44637,-1.60984
"bio12_annual_prec_mm2","Coenagrion_johanssoni",0.21583,0.03637,0.37942
"bio4_sd_temp2","Coenagrion_johanssoni",-1.91668,-2.59818,-1.23246
"2000","Coenagrion_lunulatum",0.64022,0.02278,1.22635
"2001","Coenagrion_lunulatum",1.06151,0.39395,1.69803
"2002","Coenagrion_lunulatum",1.02861,0.43652,1.59119
"2003","Coenagrion_lunulatum",1.30525,0.79827,1.82162
"2004","Coenagrion_lunulatum",-0.38756,-0.98241,0.15841
"2005","Coenagrion_lunulatum",0.18863,-0.32537,0.70565
"2006","Coenagrion_lunulatum",0.07269,-0.38019,0.55227
"2007","Coenagrion_lunulatum",-0.83268,-1.26571,-0.41009
"2008","Coenagrion_lunulatum",-0.09551,-0.45897,0.2771
"2009","Coenagrion_lunulatum",0.43893,0.12923,0.75497
"2010","Coenagrion_lunulatum",0.38009,0.04864,0.74165
"2011","Coenagrion_lunulatum",0.00928,-0.32214,0.32402
"2012","Coenagrion_lunulatum",0.50026,0.13582,0.85166
"2013","Coenagrion_lunulatum",0.79161,0.43234,1.14426
"2014","Coenagrion_lunulatum",0.2301,-0.09704,0.54784
"2015","Coenagrion_lunulatum",0.37803,0.03544,0.72278
"2016","Coenagrion_lunulatum",0.24017,-0.12849,0.58102
"2017","Coenagrion_lunulatum",0.56242,0.23044,0.9329
"2018","Coenagrion_lunulatum",-0.06883,-0.38372,0.2547
"2019","Coenagrion_lunulatum",-0.2949,-0.65765,0.07952
"2020","Coenagrion_lunulatum",-0.77905,-1.15929,-0.41571
"2021","Coenagrion_lunulatum",-1.18887,-1.56993,-0.7653
"2022","Coenagrion_lunulatum",-0.85354,-1.22123,-0.47437
"2023","Coenagrion_lunulatum",-1.65859,-2.09043,-1.21623
"clc_artificial_prop","Coenagrion_lunulatum",-0.21052,-0.49326,0.05291
"clc_agriculture_prop","Coenagrion_lunulatum",0.34103,-0.04686,0.76548
"clc_forest_prop","Coenagrion_lunulatum",-0.0508,-0.41396,0.32862
"clc_vegetation_prop","Coenagrion_lunulatum",0.36661,-0.32019,1.01378
"clc_bare_prop","Coenagrion_lunulatum",-1.32055,-2.34848,-0.49661
"clc_coastal_wetland_prop","Coenagrion_lunulatum",0.05263,-0.25945,0.37725
"clc_wetland_prop","Coenagrion_lunulatum",1.02835,0.71591,1.32847
"clc_river_prop","Coenagrion_lunulatum",-0.17637,-0.51705,0.09506
"bio10_temp_warmQ_dC","Coenagrion_lunulatum",-11.99869,-13.73331,-10.46172
"bio12_annual_prec_mm","Coenagrion_lunulatum",-1.95378,-2.65775,-1.27873
"bio4_sd_temp","Coenagrion_lunulatum",2.38479,1.8355,2.89125
"bio10_temp_warmQ_dC2","Coenagrion_lunulatum",-5.98713,-7.48618,-4.51607
"bio12_annual_prec_mm2","Coenagrion_lunulatum",-0.89555,-1.56584,-0.31146
"bio4_sd_temp2","Coenagrion_lunulatum",-1.30636,-1.66554,-0.93841
"2000","Coenagrion_mercuriale",0.57577,0.27295,0.86449
"2001","Coenagrion_mercuriale",0.49263,0.23362,0.76439
"2002","Coenagrion_mercuriale",0.56862,0.2935,0.82731
"2003","Coenagrion_mercuriale",0.26377,0.0133,0.52123
"2004","Coenagrion_mercuriale",0.79972,0.56559,1.03124
"2005","Coenagrion_mercuriale",0.73277,0.5185,0.93949
"2006","Coenagrion_mercuriale",0.38198,0.14788,0.61961
"2007","Coenagrion_mercuriale",0.76995,0.56995,0.9785
"2008","Coenagrion_mercuriale",0.65458,0.46131,0.85222
"2009","Coenagrion_mercuriale",0.07395,-0.11547,0.25877
"2010","Coenagrion_mercuriale",0.42191,0.28586,0.56184
"2011","Coenagrion_mercuriale",0.34131,0.2162,0.46612
"2012","Coenagrion_mercuriale",0.10439,-0.01318,0.22677
"2013","Coenagrion_mercuriale",0.03879,-0.07329,0.15119
"2014","Coenagrion_mercuriale",-0.12759,-0.2494,-0.00963
"2015","Coenagrion_mercuriale",-0.31516,-0.42857,-0.20981
"2016","Coenagrion_mercuriale",-0.0423,-0.15275,0.06504
"2017","Coenagrion_mercuriale",-0.3286,-0.43895,-0.22002
"2018","Coenagrion_mercuriale",-0.62755,-0.73643,-0.51883
"2019","Coenagrion_mercuriale",-0.71769,-0.83572,-0.59197
"2020","Coenagrion_mercuriale",-0.79278,-0.9095,-0.66865
"2021","Coenagrion_mercuriale",-0.62137,-0.73947,-0.49056
"2022","Coenagrion_mercuriale",-0.81311,-0.9439,-0.68331
"2023","Coenagrion_mercuriale",-0.92697,-1.07155,-0.78545
"clc_artificial_prop","Coenagrion_mercuriale",-0.69507,-0.84664,-0.5448
"clc_agriculture_prop","Coenagrion_mercuriale",0.6758,0.43232,0.89571
"clc_forest_prop","Coenagrion_mercuriale",0.33594,0.12832,0.57131
"clc_vegetation_prop","Coenagrion_mercuriale",0.2889,0.07197,0.51843
"clc_bare_prop","Coenagrion_mercuriale",1.53341,1.10923,1.99444
"clc_coastal_wetland_prop","Coenagrion_mercuriale",-0.15588,-0.31036,-0.00376
"clc_wetland_prop","Coenagrion_mercuriale",-1.93697,-2.43279,-1.46339
"clc_river_prop","Coenagrion_mercuriale",-0.05589,-0.19224,0.07627
"bio10_temp_warmQ_dC","Coenagrion_mercuriale",7.0835,6.60319,7.59155
"bio12_annual_prec_mm","Coenagrion_mercuriale",0.88087,0.61047,1.15285
"bio4_sd_temp","Coenagrion_mercuriale",-1.93828,-2.2945,-1.56991
"bio10_temp_warmQ_dC2","Coenagrion_mercuriale",-3.78872,-4.12092,-3.47724
"bio12_annual_prec_mm2","Coenagrion_mercuriale",0.06286,-0.07506,0.17358
"bio4_sd_temp2","Coenagrion_mercuriale",-1.0341,-1.28442,-0.78211
"2000","Coenagrion_ornatum",-2.75457,-4.55641,-1.20977
"2001","Coenagrion_ornatum",-1.24198,-2.82468,0.23117
"2002","Coenagrion_ornatum",-1.87903,-3.50473,-0.53172
"2003","Coenagrion_ornatum",-0.65969,-1.75115,0.31179
"2004","Coenagrion_ornatum",-0.58753,-1.85712,0.69796
"2005","Coenagrion_ornatum",0.60608,-0.41634,1.64871
"2006","Coenagrion_ornatum",-0.42273,-1.35,0.3895
"2007","Coenagrion_ornatum",0.52625,-0.41263,1.40163
"2008","Coenagrion_ornatum",0.42674,-0.54141,1.43425
"2009","Coenagrion_ornatum",1.15687,0.37845,1.9212
"2010","Coenagrion_ornatum",1.92076,1.3122,2.55867
"2011","Coenagrion_ornatum",1.0433,0.3863,1.71516
"2012","Coenagrion_ornatum",0.52106,-0.25207,1.20679
"2013","Coenagrion_ornatum",0.88057,0.20812,1.51005
"2014","Coenagrion_ornatum",0.89942,0.26661,1.47996
"2015","Coenagrion_ornatum",-0.00872,-0.69889,0.57934
"2016","Coenagrion_ornatum",0.92614,0.3171,1.51797
"2017","Coenagrion_ornatum",0.59935,-0.02095,1.18467
"2018","Coenagrion_ornatum",-0.20703,-0.92758,0.47672
"2019","Coenagrion_ornatum",0.09899,-0.57378,0.76466
"2020","Coenagrion_ornatum",-0.27399,-0.95142,0.38062
"2021","Coenagrion_ornatum",-0.04478,-0.66725,0.57007
"2022","Coenagrion_ornatum",-0.27106,-0.90501,0.36618
"2023","Coenagrion_ornatum",-0.20315,-0.86429,0.44402
"clc_artificial_prop","Coenagrion_ornatum",-1.08259,-1.91493,-0.31425
"clc_agriculture_prop","Coenagrion_ornatum",3.9315,2.59878,5.49709
"clc_forest_prop","Coenagrion_ornatum",1.65792,0.40208,3.03822
"clc_vegetation_prop","Coenagrion_ornatum",-1.14639,-2.94499,0.61399
"clc_bare_prop","Coenagrion_ornatum",-0.06852,-4.05697,2.73236
"clc_coastal_wetland_prop","Coenagrion_ornatum",-0.32413,-3.79571,1.17054
"clc_wetland_prop","Coenagrion_ornatum",-2.28951,-4.89014,-0.29647
"clc_river_prop","Coenagrion_ornatum",-0.24451,-0.81968,0.32706
"bio10_temp_warmQ_dC","Coenagrion_ornatum",9.06404,6.91142,11.56641
"bio12_annual_prec_mm","Coenagrion_ornatum",0.07403,-0.80364,1.01485
"bio4_sd_temp","Coenagrion_ornatum",8.22595,6.77666,9.92543
"bio10_temp_warmQ_dC2","Coenagrion_ornatum",-7.15151,-9.05196,-5.66388
"bio12_annual_prec_mm2","Coenagrion_ornatum",0.59161,0.19813,0.9323
"bio4_sd_temp2","Coenagrion_ornatum",-5.25507,-7.64909,-3.33892
"2000","Coenagrion_puella",1.32159,1.10891,1.54296
"2001","Coenagrion_puella",1.04637,0.83529,1.2462
"2002","Coenagrion_puella",1.01335,0.82733,1.21033
"2003","Coenagrion_puella",0.39347,0.23371,0.56015
"2004","Coenagrion_puella",0.47069,0.31133,0.64581
"2005","Coenagrion_puella",0.26924,0.12384,0.41291
"2006","Coenagrion_puella",-0.05322,-0.18496,0.08597
"2007","Coenagrion_puella",0.0928,-0.02677,0.21562
"2008","Coenagrion_puella",0.25093,0.14026,0.36895
"2009","Coenagrion_puella",0.2664,0.16541,0.3696
"2010","Coenagrion_puella",0.08177,-0.01932,0.18246
"2011","Coenagrion_puella",0.07184,-0.01144,0.15503
"2012","Coenagrion_puella",0.35517,0.26454,0.45097
"2013","Coenagrion_puella",0.13367,0.04135,0.22452
"2014","Coenagrion_puella",-0.14349,-0.22548,-0.05936
"2015","Coenagrion_puella",-0.15692,-0.24006,-0.0739
"2016","Coenagrion_puella",-0.31394,-0.397,-0.23381
"2017","Coenagrion_puella",-0.71537,-0.79411,-0.64073
"2018","Coenagrion_puella",-0.66804,-0.74434,-0.59302
"2019","Coenagrion_puella",-0.76024,-0.84151,-0.68366
"2020","Coenagrion_puella",-0.6994,-0.77968,-0.62095
"2021","Coenagrion_puella",-0.57592,-0.65866,-0.49307
"2022","Coenagrion_puella",-0.63675,-0.71969,-0.55248
"2023","Coenagrion_puella",-0.757,-0.84278,-0.67012
"clc_artificial_prop","Coenagrion_puella",0.29625,0.23313,0.36379
"clc_agriculture_prop","Coenagrion_puella",0.89099,0.80149,0.97574
"clc_forest_prop","Coenagrion_puella",-0.50789,-0.59649,-0.41764
"clc_vegetation_prop","Coenagrion_puella",-0.54568,-0.64843,-0.43874
"clc_bare_prop","Coenagrion_puella",0.83447,0.68896,0.98331
"clc_coastal_wetland_prop","Coenagrion_puella",-0.16465,-0.2337,-0.09696
"clc_wetland_prop","Coenagrion_puella",-0.67765,-0.76864,-0.58996
"clc_river_prop","Coenagrion_puella",-0.12829,-0.18406,-0.07569
"bio10_temp_warmQ_dC","Coenagrion_puella",-0.7303,-0.88193,-0.57824
"bio12_annual_prec_mm","Coenagrion_puella",1.50559,1.36153,1.65421
"bio4_sd_temp","Coenagrion_puella",-0.11022,-0.23684,0.02207
"bio10_temp_warmQ_dC2","Coenagrion_puella",-1.50081,-1.62095,-1.37644
"bio12_annual_prec_mm2","Coenagrion_puella",-0.45913,-0.52039,-0.40031
"bio4_sd_temp2","Coenagrion_puella",-0.93052,-1.02291,-0.83915
"2000","Coenagrion_pulchellum",0.65665,0.45459,0.86568
"2001","Coenagrion_pulchellum",0.87028,0.66355,1.06578
"2002","Coenagrion_pulchellum",0.77578,0.57146,0.97942
"2003","Coenagrion_pulchellum",0.5486,0.38372,0.71337
"2004","Coenagrion_pulchellum",0.3932,0.22077,0.57077
"2005","Coenagrion_pulchellum",0.18228,0.0091,0.35376
"2006","Coenagrion_pulchellum",0.13688,-0.01432,0.30499
"2007","Coenagrion_pulchellum",0.03044,-0.11114,0.17663
"2008","Coenagrion_pulchellum",0.36409,0.23994,0.49221
"2009","Coenagrion_pulchellum",0.32253,0.198,0.44438
"2010","Coenagrion_pulchellum",0.33504,0.21907,0.45342
"2011","Coenagrion_pulchellum",0.12618,0.02613,0.22889
"2012","Coenagrion_pulchellum",0.37333,0.27121,0.47575
"2013","Coenagrion_pulchellum",0.24379,0.13523,0.34878
"2014","Coenagrion_pulchellum",0.00112,-0.10609,0.10675
"2015","Coenagrion_pulchellum",-0.05046,-0.15256,0.05498
"2016","Coenagrion_pulchellum",-0.3007,-0.4029,-0.19388
"2017","Coenagrion_pulchellum",-0.3035,-0.40974,-0.19365
"2018","Coenagrion_pulchellum",-0.50982,-0.61328,-0.40695
"2019","Coenagrion_pulchellum",-0.6417,-0.75608,-0.53007
"2020","Coenagrion_pulchellum",-0.77125,-0.87634,-0.66483
"2021","Coenagrion_pulchellum",-0.56851,-0.67983,-0.44935
"2022","Coenagrion_pulchellum",-0.76778,-0.8748,-0.64922
"2023","Coenagrion_pulchellum",-0.87469,-0.99524,-0.74937
"clc_artificial_prop","Coenagrion_pulchellum",0.14962,0.02571,0.26765
"clc_agriculture_prop","Coenagrion_pulchellum",-0.18973,-0.35396,-0.03681
"clc_forest_prop","Coenagrion_pulchellum",-0.2874,-0.45362,-0.11481
"clc_vegetation_prop","Coenagrion_pulchellum",-0.83323,-1.06993,-0.61003
"clc_bare_prop","Coenagrion_pulchellum",-0.13122,-0.40813,0.16006
"clc_coastal_wetland_prop","Coenagrion_pulchellum",0.22275,0.09857,0.34389
"clc_wetland_prop","Coenagrion_pulchellum",0.90733,0.74844,1.05831
"clc_river_prop","Coenagrion_pulchellum",0.16812,0.07536,0.26675
"bio10_temp_warmQ_dC","Coenagrion_pulchellum",-2.38228,-2.68841,-2.06495
"bio12_annual_prec_mm","Coenagrion_pulchellum",-1.20871,-1.47439,-0.96272
"bio4_sd_temp","Coenagrion_pulchellum",1.13174,0.89812,1.38001
"bio10_temp_warmQ_dC2","Coenagrion_pulchellum",-1.25888,-1.52534,-0.9924
"bio12_annual_prec_mm2","Coenagrion_pulchellum",0.32507,0.23982,0.42629
"bio4_sd_temp2","Coenagrion_pulchellum",-0.40799,-0.57396,-0.24012
"2000","Coenagrion_scitulum",-0.7015,-1.09744,-0.31297
"2001","Coenagrion_scitulum",-0.90856,-1.28919,-0.50215
"2002","Coenagrion_scitulum",-0.90714,-1.28573,-0.53883
"2003","Coenagrion_scitulum",-0.57966,-0.9012,-0.26663
"2004","Coenagrion_scitulum",-0.40286,-0.70873,-0.08689
"2005","Coenagrion_scitulum",-0.51058,-0.79093,-0.22711
"2006","Coenagrion_scitulum",-0.74791,-1.04057,-0.46219
"2007","Coenagrion_scitulum",0.20245,-0.06437,0.4499
"2008","Coenagrion_scitulum",-0.15616,-0.38171,0.06443
"2009","Coenagrion_scitulum",-0.19861,-0.39728,-0.0045
"2010","Coenagrion_scitulum",0.02426,-0.13751,0.19405
"2011","Coenagrion_scitulum",0.28302,0.13407,0.43101
"2012","Coenagrion_scitulum",0.21543,0.0712,0.3543
"2013","Coenagrion_scitulum",0.02502,-0.12166,0.16624
"2014","Coenagrion_scitulum",0.07929,-0.04939,0.20803
"2015","Coenagrion_scitulum",0.22039,0.09766,0.34422
"2016","Coenagrion_scitulum",0.24386,0.11207,0.36871
"2017","Coenagrion_scitulum",0.04027,-0.08472,0.16333
"2018","Coenagrion_scitulum",0.38643,0.26096,0.51019
"2019","Coenagrion_scitulum",0.23385,0.09405,0.36492
"2020","Coenagrion_scitulum",0.36616,0.23026,0.50411
"2021","Coenagrion_scitulum",0.74963,0.60528,0.90387
"2022","Coenagrion_scitulum",0.6836,0.5303,0.8395
"2023","Coenagrion_scitulum",0.51265,0.34858,0.67359
"clc_artificial_prop","Coenagrion_scitulum",-0.42215,-0.53145,-0.30734
"clc_agriculture_prop","Coenagrion_scitulum",0.38774,0.22244,0.55291
"clc_forest_prop","Coenagrion_scitulum",-0.34339,-0.528,-0.16055
"clc_vegetation_prop","Coenagrion_scitulum",0.31802,0.11989,0.52271
"clc_bare_prop","Coenagrion_scitulum",1.28132,0.88698,1.69616
"clc_coastal_wetland_prop","Coenagrion_scitulum",0.0019,-0.12788,0.1156
"clc_wetland_prop","Coenagrion_scitulum",-1.20534,-1.53706,-0.86968
"clc_river_prop","Coenagrion_scitulum",-0.01772,-0.09665,0.06755
"bio10_temp_warmQ_dC","Coenagrion_scitulum",6.04211,5.64258,6.48054
"bio12_annual_prec_mm","Coenagrion_scitulum",0.74645,0.50294,0.99312
"bio4_sd_temp","Coenagrion_scitulum",-1.366,-1.64683,-1.08793
"bio10_temp_warmQ_dC2","Coenagrion_scitulum",-2.71594,-2.97538,-2.46801
"bio12_annual_prec_mm2","Coenagrion_scitulum",-0.19395,-0.35375,-0.0329
"bio4_sd_temp2","Coenagrion_scitulum",-0.98416,-1.2116,-0.77961
"2000","Cordulegaster_bidentata",-0.72145,-1.11577,-0.34403
"2001","Cordulegaster_bidentata",-0.30195,-0.6513,0.0623
"2002","Cordulegaster_bidentata",-0.23402,-0.62742,0.12457
"2003","Cordulegaster_bidentata",0.0547,-0.27302,0.37956
"2004","Cordulegaster_bidentata",0.21703,-0.10057,0.54036
"2005","Cordulegaster_bidentata",0.3426,0.03755,0.64193
"2006","Cordulegaster_bidentata",0.2262,-0.05271,0.51572
"2007","Cordulegaster_bidentata",-0.2132,-0.5063,0.08414
"2008","Cordulegaster_bidentata",-0.04115,-0.3333,0.21534
"2009","Cordulegaster_bidentata",-0.11964,-0.37737,0.11805
"2010","Cordulegaster_bidentata",0.15728,-0.04775,0.35899
"2011","Cordulegaster_bidentata",0.13095,-0.07015,0.32986
"2012","Cordulegaster_bidentata",0.23344,0.05135,0.42373
"2013","Cordulegaster_bidentata",0.37689,0.20977,0.54204
"2014","Cordulegaster_bidentata",0.53764,0.3619,0.7119
"2015","Cordulegaster_bidentata",0.08982,-0.07396,0.25635
"2016","Cordulegaster_bidentata",-0.14723,-0.31232,0.01996
"2017","Cordulegaster_bidentata",0.0259,-0.13632,0.18655
"2018","Cordulegaster_bidentata",-0.08866,-0.24668,0.06717
"2019","Cordulegaster_bidentata",0.00223,-0.14607,0.1542
"2020","Cordulegaster_bidentata",-0.23616,-0.3908,-0.08073
"2021","Cordulegaster_bidentata",-0.14177,-0.29405,0.0103
"2022","Cordulegaster_bidentata",0.25778,0.11005,0.41088
"2023","Cordulegaster_bidentata",0.17167,0.02369,0.31601
"clc_artificial_prop","Cordulegaster_bidentata",0.71022,0.38876,1.07821
"clc_agriculture_prop","Cordulegaster_bidentata",2.41698,1.41742,3.61013
"clc_forest_prop","Cordulegaster_bidentata",2.39862,1.58417,3.38854
"clc_vegetation_prop","Cordulegaster_bidentata",1.94531,1.27218,2.72512
"clc_bare_prop","Cordulegaster_bidentata",1.21759,0.93251,1.52166
"clc_coastal_wetland_prop","Cordulegaster_bidentata",-6.69372,-10.62383,-3.43817
"clc_wetland_prop","Cordulegaster_bidentata",-1.6654,-2.17156,-1.07459
"clc_river_prop","Cordulegaster_bidentata",-0.31682,-0.5391,-0.1201
"bio10_temp_warmQ_dC","Cordulegaster_bidentata",0.78306,0.51273,1.06062
"bio12_annual_prec_mm","Cordulegaster_bidentata",3.91546,3.6036,4.23651
"bio4_sd_temp","Cordulegaster_bidentata",3.57943,3.23631,3.95146
"bio10_temp_warmQ_dC2","Cordulegaster_bidentata",-1.25286,-1.49298,-1.00809
"bio12_annual_prec_mm2","Cordulegaster_bidentata",-0.92986,-1.06109,-0.78725
"bio4_sd_temp2","Cordulegaster_bidentata",-2.81459,-3.34111,-2.35066
"2000","Cordulegaster_boltonii",0.21468,0.04068,0.39539
"2001","Cordulegaster_boltonii",0.14288,-0.01659,0.32647
"2002","Cordulegaster_boltonii",0.57467,0.41145,0.72558
"2003","Cordulegaster_boltonii",0.36629,0.21882,0.52088
"2004","Cordulegaster_boltonii",0.26216,0.11708,0.40302
"2005","Cordulegaster_boltonii",0.24322,0.10926,0.37817
"2006","Cordulegaster_boltonii",0.39903,0.28389,0.52039
"2007","Cordulegaster_boltonii",-0.14233,-0.25387,-0.03424
"2008","Cordulegaster_boltonii",0.11324,0.00977,0.22525
"2009","Cordulegaster_boltonii",0.24186,0.1471,0.34541
"2010","Cordulegaster_boltonii",0.13321,0.04769,0.22439
"2011","Cordulegaster_boltonii",-0.18425,-0.26664,-0.10058
"2012","Cordulegaster_boltonii",-0.12341,-0.20331,-0.04394
"2013","Cordulegaster_boltonii",0.22679,0.15215,0.3012
"2014","Cordulegaster_boltonii",-0.03508,-0.10921,0.04534
"2015","Cordulegaster_boltonii",-0.07599,-0.14674,0.00298
"2016","Cordulegaster_boltonii",-0.15494,-0.22061,-0.0848
"2017","Cordulegaster_boltonii",-0.18178,-0.24937,-0.10981
"2018","Cordulegaster_boltonii",-0.16301,-0.2296,-0.09525
"2019","Cordulegaster_boltonii",-0.22817,-0.30152,-0.15676
"2020","Cordulegaster_boltonii",-0.36713,-0.43109,-0.2949
"2021","Cordulegaster_boltonii",-0.24179,-0.30943,-0.16964
"2022","Cordulegaster_boltonii",-0.19397,-0.26552,-0.12055
"2023","Cordulegaster_boltonii",-0.31003,-0.38747,-0.23776
"clc_artificial_prop","Cordulegaster_boltonii",-0.63619,-0.71794,-0.54561
"clc_agriculture_prop","Cordulegaster_boltonii",-0.32018,-0.42096,-0.21058
"clc_forest_prop","Cordulegaster_boltonii",1.30101,1.17864,1.39881
"clc_vegetation_prop","Cordulegaster_boltonii",0.6566,0.45284,0.79678
"clc_bare_prop","Cordulegaster_boltonii",-0.43321,-0.63727,-0.17578
"clc_coastal_wetland_prop","Cordulegaster_boltonii",-0.48445,-0.58554,-0.3644
"clc_wetland_prop","Cordulegaster_boltonii",0.02528,-0.07379,0.11581
"clc_river_prop","Cordulegaster_boltonii",-0.10049,-0.20155,-0.01681
"bio10_temp_warmQ_dC","Cordulegaster_boltonii",1.39011,1.20027,1.54271
"bio12_annual_prec_mm","Cordulegaster_boltonii",1.4834,1.35335,1.67673
"bio4_sd_temp","Cordulegaster_boltonii",-0.88966,-1.02121,-0.75319
"bio10_temp_warmQ_dC2","Cordulegaster_boltonii",-1.14023,-1.2796,-1.01471
"bio12_annual_prec_mm2","Cordulegaster_boltonii",-0.21134,-0.26074,-0.16279
"bio4_sd_temp2","Cordulegaster_boltonii",0.27743,0.19342,0.39052
"2000","Cordulegaster_heros",-1.28769,-2.59878,-0.02542
"2001","Cordulegaster_heros",-0.73221,-2.1304,0.59701
"2002","Cordulegaster_heros",-0.24197,-1.64403,1.06172
"2003","Cordulegaster_heros",0.0686,-0.8575,1.05522
"2004","Cordulegaster_heros",0.86075,-0.10573,1.82077
"2005","Cordulegaster_heros",0.22499,-0.84249,1.26239
"2006","Cordulegaster_heros",1.22866,0.2087,2.21993
"2007","Cordulegaster_heros",0.58989,-0.20395,1.36111
"2008","Cordulegaster_heros",0.209,-0.68098,1.10256
"2009","Cordulegaster_heros",0.72474,-0.18032,1.70747
"2010","Cordulegaster_heros",1.2632,0.69903,1.89825
"2011","Cordulegaster_heros",0.43632,-0.20391,1.0412
